hcluster_id,country_name,country_isoa3,commodities_list,snl_id
00000000000000003053,Austria,AUT,Copper,67615
00000000000000003054,Austria,AUT,Tungsten,65894
00000000000000003055,Austria,AUT,Gold;Copper;Silver,38800
00000000000000003056,Austria,AUT,Gold;Silver;Tungsten,29148
00000000000000003057,Austria,AUT,Gold;Copper,64010
00000000000000003058,Austria,AUT,Zinc;Lead;Silver,25813
00000000000000003059,Austria,AUT,Copper;Silver;Nickel;Cobalt;Zinc;Lead;Gold,27254
00000000000000003063,Azerbaijan,AZE,Gold;Iron Ore;Cobalt;Zinc;Copper;Silver,35872;32269;39802
00000000000000003064,Azerbaijan,AZE,Copper;Molybdenum;Gold;Silver,39800
00000000000000003065,Azerbaijan,AZE,Copper;Gold;Silver,32533;67113
00000000000000003066,Azerbaijan,AZE,Copper;Molybdenum;Gold;Silver,39801;34913
00000000000000003067,Azerbaijan,AZE,Gold;Silver;Copper,38778;28699
00000000000000003068,Azerbaijan,AZE,Copper;Molybdenum,67305
00000000000000003069,Azerbaijan,AZE,Copper;Gold;Silver,33732;30694
00000000000000003070,Azerbaijan,AZE,Copper;Lead;Zinc;Gold;Silver,28698
00000000000000003071,Azerbaijan,AZE,Gold,67112
00000000000000003072,Azerbaijan,AZE,Gold,67114
00000000000000003075,Republic of Burundi,BDI,Gold,28066;63357
00000000000000003076,Republic of Burundi,BDI,Lanthanides;Neodymium;Praseodymium;Cerium;Lanthanum,37089
00000000000000003077,Republic of Burundi,BDI,Gold;Tungsten,65815
00000000000000003078,Republic of Burundi,BDI,Gold;Tungsten,63355
00000000000000003079,Republic of Burundi,BDI,Nickel,35109
00000000000000003080,Republic of Burundi,BDI,Nickel;Cobalt;Copper;Platinum,27630
00000000000000003081,Republic of Burundi,BDI,Gold,63353
00000000000000003083,Kingdom of Belgium,BEL,Zinc;Lead,27973
00000000000000003084,Kingdom of Belgium,BEL,Coal,50656
00000000000000003085,Kingdom of Belgium,BEL,Coal,50655
00000000000000003086,Republic of Benin,BEN,Iron Ore,59210
00000000000000003087,Republic of Benin,BEN,Iron Ore,59214
00000000000000003088,Republic of Benin,BEN,Phosphate,59904
00000000000000003089,Republic of Benin,BEN,Gold,25822
00000000000000003090,Burkina Faso,BFA,Gold,61276;60704
00000000000000003091,Burkina Faso,BFA,Gold,63728
00000000000000003092,Burkina Faso,BFA,Gold;Silver;Copper,66036;26793;38805
00000000000000003093,Burkina Faso,BFA,Gold;Copper,38387
00000000000000003094,Burkina Faso,BFA,Gold,64389
00000000000000003095,Burkina Faso,BFA,Gold,57886
00000000000000003096,Burkina Faso,BFA,Gold;Copper,29004
00000000000000003097,Burkina Faso,BFA,Gold,64414
00000000000000003098,Burkina Faso,BFA,Gold,36474
00000000000000003099,Burkina Faso,BFA,Gold,59426
00000000000000003100,Burkina Faso,BFA,Gold,65938
00000000000000003101,Burkina Faso,BFA,Gold,67011
00000000000000003102,Burkina Faso,BFA,Gold;Copper,33302;54429;29024
00000000000000003103,Burkina Faso,BFA,Gold,56053
00000000000000003104,Burkina Faso,BFA,Gold,59358
00000000000000003105,Burkina Faso,BFA,Gold,38705;30942;40593
00000000000000003106,Burkina Faso,BFA,Gold;Silver,28974
00000000000000003107,Burkina Faso,BFA,Gold,33185
00000000000000003108,Burkina Faso,BFA,Gold,39232
00000000000000003109,Burkina Faso,BFA,Gold;Copper;Molybdenum;Silver,37744
00000000000000003110,Burkina Faso,BFA,Gold;Silver,40645
00000000000000003111,Burkina Faso,BFA,Gold,64390
00000000000000003112,Burkina Faso,BFA,Gold,28975
00000000000000003113,Burkina Faso,BFA,Gold,64289
00000000000000003114,Burkina Faso,BFA,Gold,64308;61277
00000000000000003115,Burkina Faso,BFA,Gold,65581
00000000000000003116,Burkina Faso,BFA,Gold,39884
00000000000000003117,Burkina Faso,BFA,Gold,57892;65808
00000000000000003118,Burkina Faso,BFA,Gold,50267;65030
00000000000000003119,Burkina Faso,BFA,Gold,29035;37780;36028
00000000000000003120,Burkina Faso,BFA,Gold,38146
00000000000000003121,Burkina Faso,BFA,Nickel;Palladium;Platinum;Gold;Copper,68000
00000000000000003122,Burkina Faso,BFA,Gold,51266;64293;80675
00000000000000003123,Burkina Faso,BFA,Gold,64020
00000000000000003124,Burkina Faso,BFA,Gold,64418
00000000000000003125,Burkina Faso,BFA,Gold,30637
00000000000000003126,Burkina Faso,BFA,Gold,50771
00000000000000003127,Burkina Faso,BFA,Gold,70413
00000000000000003128,Burkina Faso,BFA,Gold;Copper,41598
00000000000000003129,Burkina Faso,BFA,Gold,55634
00000000000000003130,Burkina Faso,BFA,Gold,63655
00000000000000003131,Burkina Faso,BFA,Gold,65942
00000000000000003132,Burkina Faso,BFA,Gold,29575
00000000000000003133,Burkina Faso,BFA,Gold,30809;56205
00000000000000003134,Burkina Faso,BFA,Gold,56206;39272
00000000000000003135,Burkina Faso,BFA,Gold,67796
00000000000000003136,Burkina Faso,BFA,Gold,80771;63856
00000000000000003137,Burkina Faso,BFA,Gold;Copper,30398
00000000000000003138,Burkina Faso,BFA,Gold,76314
00000000000000003139,Burkina Faso,BFA,Gold,40809;30310
00000000000000003140,Burkina Faso,BFA,Gold,62543
00000000000000003141,Burkina Faso,BFA,Gold,60699
00000000000000003142,Burkina Faso,BFA,Gold,49922
00000000000000003143,Burkina Faso,BFA,Gold;Zinc;Silver;Lead;Copper;Nickel,36793;25809;65659;58994
00000000000000003144,Burkina Faso,BFA,Gold,65941;50308
00000000000000003145,Burkina Faso,BFA,Gold,28900;67285
00000000000000003146,Burkina Faso,BFA,Gold,65020
00000000000000003147,Burkina Faso,BFA,Gold,30808
00000000000000003148,Burkina Faso,BFA,Gold,63653
00000000000000003149,Burkina Faso,BFA,Gold,70375
00000000000000003150,Burkina Faso,BFA,Gold,64589
00000000000000003151,Burkina Faso,BFA,Gold,63857
00000000000000003152,Burkina Faso,BFA,Gold,36473
00000000000000003153,Burkina Faso,BFA,Gold,31251
00000000000000003154,Burkina Faso,BFA,Gold,34330
00000000000000003155,Burkina Faso,BFA,Gold,65940
00000000000000003156,Burkina Faso,BFA,Gold,65582
00000000000000003157,Burkina Faso,BFA,Gold,49877
00000000000000003158,Burkina Faso,BFA,Gold;Manganese,34563;58176
00000000000000003159,Burkina Faso,BFA,Gold,32692
00000000000000003160,Burkina Faso,BFA,Gold,63839
00000000000000003161,Burkina Faso,BFA,Gold,64406;64292
00000000000000003162,Burkina Faso,BFA,Gold,56415
00000000000000003163,Burkina Faso,BFA,Gold,30911
00000000000000003164,Burkina Faso,BFA,Gold,60701
00000000000000003165,Burkina Faso,BFA,Gold,36961
00000000000000003166,Burkina Faso,BFA,Gold,54868;35355
00000000000000003167,Burkina Faso,BFA,Gold,30300
00000000000000003168,Burkina Faso,BFA,Gold,64483
00000000000000003169,Burkina Faso,BFA,Gold,64288
00000000000000003170,Burkina Faso,BFA,Gold,60727;64291
00000000000000003171,Burkina Faso,BFA,Gold,68190
00000000000000003172,Burkina Faso,BFA,Gold,65022
00000000000000003173,Burkina Faso,BFA,Gold,41946
00000000000000003174,Burkina Faso,BFA,Gold,64416
00000000000000003175,Burkina Faso,BFA,Gold,55019
00000000000000003176,Burkina Faso,BFA,Gold,30397
00000000000000003177,Burkina Faso,BFA,Gold,40289
00000000000000003178,Burkina Faso,BFA,Gold,63858
00000000000000003179,Burkina Faso,BFA,Gold,64309
00000000000000003180,Burkina Faso,BFA,Gold,36193;56175
00000000000000003181,Burkina Faso,BFA,Gold,62541
00000000000000003182,Burkina Faso,BFA,Gold,57228;29532
00000000000000003183,Burkina Faso,BFA,Gold,63853
00000000000000003184,Burkina Faso,BFA,Gold,31600
00000000000000003185,Burkina Faso,BFA,Gold,64023
00000000000000003186,Burkina Faso,BFA,Gold,60705
00000000000000003187,Burkina Faso,BFA,Gold,38662
00000000000000003188,Burkina Faso,BFA,Gold,65807
00000000000000003189,Burkina Faso,BFA,Gold,38451
00000000000000003190,Burkina Faso,BFA,Gold;Zinc,37646
00000000000000003191,Burkina Faso,BFA,Gold,64388
00000000000000003192,Burkina Faso,BFA,Gold,60729
00000000000000003193,Burkina Faso,BFA,Gold,81179;70376
00000000000000003194,Burkina Faso,BFA,Gold,78267
00000000000000003195,Burkina Faso,BFA,Gold,67013
00000000000000003196,Burkina Faso,BFA,Gold,81472
00000000000000003197,Burkina Faso,BFA,Gold,66081
00000000000000003198,Burkina Faso,BFA,Gold,66080
00000000000000003199,Burkina Faso,BFA,Gold,35926
00000000000000003200,Burkina Faso,BFA,Gold;Copper,55020;40762
00000000000000003201,Burkina Faso,BFA,Gold,37563
00000000000000003202,Burkina Faso,BFA,Gold;Copper,66579
00000000000000003203,Burkina Faso,BFA,Gold,64591
00000000000000003204,Burkina Faso,BFA,Gold,65809
00000000000000003205,Burkina Faso,BFA,Gold,64413
00000000000000003206,Burkina Faso,BFA,Gold,64424;54961
00000000000000003207,Burkina Faso,BFA,Gold,64022
00000000000000003208,Burkina Faso,BFA,Gold,25689
00000000000000003209,Burkina Faso,BFA,Gold,38600
00000000000000003210,Burkina Faso,BFA,Gold,64021
00000000000000003211,Burkina Faso,BFA,Gold,64290;64311
00000000000000003212,Burkina Faso,BFA,Gold,37805
00000000000000003213,Burkina Faso,BFA,Gold,56769
00000000000000003214,Burkina Faso,BFA,Gold,78873
00000000000000003215,Burkina Faso,BFA,Gold,40763
00000000000000003216,Burkina Faso,BFA,Gold,58993
00000000000000003217,Burkina Faso,BFA,Gold,30200
00000000000000003218,Burkina Faso,BFA,Gold,33545
00000000000000003219,Burkina Faso,BFA,Gold,40126;67646
00000000000000003220,Burkina Faso,BFA,Gold,60706
00000000000000003221,Burkina Faso,BFA,Manganese,78338
00000000000000003222,Burkina Faso,BFA,Gold,60807
00000000000000003223,Burkina Faso,BFA,Gold,56054
00000000000000003224,Burkina Faso,BFA,Gold,29005
00000000000000003225,Burkina Faso,BFA,Gold;Zinc;Silver;Copper;Lead,61043
00000000000000003226,Burkina Faso,BFA,Gold,63654
00000000000000003227,Burkina Faso,BFA,Gold,64405
00000000000000003228,Burkina Faso,BFA,Gold,63641
00000000000000003229,Burkina Faso,BFA,Gold,55663;57887
00000000000000003230,Burkina Faso,BFA,Gold,64417
00000000000000003231,Burkina Faso,BFA,Gold,29787
00000000000000003232,Burkina Faso,BFA,Gold,60808
00000000000000003233,Burkina Faso,BFA,Gold,60608
00000000000000003234,Burkina Faso,BFA,Gold,34094
00000000000000003235,Burkina Faso,BFA,Gold,39269
00000000000000003236,Burkina Faso,BFA,Gold,36130
00000000000000003237,Burkina Faso,BFA,Gold,28989
00000000000000003238,Burkina Faso,BFA,Gold,67012
00000000000000003241,Bangladesh,BGD,Coal,40605;49544
00000000000000003242,Bulgaria,BGR,Coal,50622
00000000000000003243,Bulgaria,BGR,Coal,68572;49830
00000000000000003244,Bulgaria,BGR,Gold;Silver;Molybdenum,50582
00000000000000003245,Bulgaria,BGR,Gold;Silver;Lead;Zinc;Molybdenum;Copper,80504
00000000000000003246,Bulgaria,BGR,Coal,49832
00000000000000003247,Bulgaria,BGR,Coal;Gold,49826;49821;55697;63992;63998;63997;64000
00000000000000003248,Bulgaria,BGR,Manganese,54281
00000000000000003249,Bulgaria,BGR,Copper;Molybdenum;Tungsten;Silver;Gold,29284
00000000000000003250,Bulgaria,BGR,Gold;Silver,35275
00000000000000003251,Bulgaria,BGR,U3O8;Iron Ore,61692;70052
00000000000000003252,Bulgaria,BGR,U3O8,57915
00000000000000003253,Bulgaria,BGR,Gold;Silver;Copper;Molybdenum,78068;30919;52917
00000000000000003254,Bulgaria,BGR,Gold;Silver;U3O8,33101;35673
00000000000000003255,Bulgaria,BGR,Gold;Copper;Silver;Molybdenum,28244;28750;28749;27302;33700
00000000000000003256,Bulgaria,BGR,Coal,49834
00000000000000003257,Bulgaria,BGR,Coal,49827
00000000000000003258,Bulgaria,BGR,Copper;Gold,68180;58370;58369
00000000000000003259,Bulgaria,BGR,Gold,66455
00000000000000003260,Bulgaria,BGR,Lead;Zinc,28005
00000000000000003261,Bulgaria,BGR,U3O8,57115
00000000000000003262,Bulgaria,BGR,Coal,49829
00000000000000003263,Bulgaria,BGR,Coal,50621;49833
00000000000000003264,Bulgaria,BGR,Gold;Silver,31290;80112
00000000000000003265,Bulgaria,BGR,Coal,64001
00000000000000003266,Bulgaria,BGR,Zinc;Lead,28754
00000000000000003267,Bulgaria,BGR,Gold,27972;80113
00000000000000003268,Bulgaria,BGR,U3O8,61782
00000000000000003269,Bulgaria,BGR,Manganese,52622
00000000000000003270,Bulgaria,BGR,Coal,49831
00000000000000003271,Bulgaria,BGR,Gold,79565
00000000000000003272,Bulgaria,BGR,Gold;Silver;Copper;Zinc,33882;79563;62398
00000000000000003273,Bulgaria,BGR,Gold;Silver,54685
00000000000000003274,Bulgaria,BGR,Gold;Silver,32640
00000000000000003275,Bulgaria,BGR,Coal,49828
00000000000000003276,Bulgaria,BGR,Gold;Silver,33315
00000000000000003277,Bulgaria,BGR,Zinc;Lead,78412;30886
00000000000000003278,Bulgaria,BGR,Copper,31291
00000000000000003279,Bulgaria,BGR,Gold,58371
00000000000000003280,Bulgaria,BGR,Copper;Gold;Silver,80178
00000000000000003281,Bulgaria,BGR,Copper,28299
00000000000000003282,Bulgaria,BGR,Gold;Lead;Zinc;Copper;Silver,66771
00000000000000003285,Bosnia and Herzegovina,BIH,Lithium,60926
00000000000000003286,Bosnia and Herzegovina,BIH,Iron Ore,37804
00000000000000003287,Bosnia and Herzegovina,BIH,Zinc;Lead,66867
00000000000000003288,Bosnia and Herzegovina,BIH,Coal,77377
00000000000000003289,Bosnia and Herzegovina,BIH,Iron Ore,59273
00000000000000003290,Bosnia and Herzegovina,BIH,Zinc;Silver;Lead;Copper;Barite;Gold,66175
00000000000000003294,Republic of Belarus,BLR,Potash,38000;37995
00000000000000003295,Belize,BLZ,Gold;Silver,36913
00000000000000003296,Bolivia,BOL,Gold;Antimony,27893
00000000000000003297,Bolivia,BOL,Zinc;Silver;Tin;Lead,28592;27234
00000000000000003298,Bolivia,BOL,Gold;Tin;Zinc;Silver;Indium;Antimony;Gallium;Lead,28899;27119;67995;68027;68025;68026;68004;68024;79347
00000000000000003299,Bolivia,BOL,U3O8,57551
00000000000000003300,Bolivia,BOL,Copper;Silver,54672
00000000000000003301,Bolivia,BOL,Zinc;Silver;Lead,28167
00000000000000003302,Bolivia,BOL,Zinc;Silver;Lead;Tin;Gold;Antimony,27790;27677;27565;29513
00000000000000003303,Bolivia,BOL,Zinc;Lead;Tin;Silver,27304;25730;27751;27682
00000000000000003304,Bolivia,BOL,Silver;Gold;Copper;Tin,30978;26203
00000000000000003305,Bolivia,BOL,Gold,30500
00000000000000003306,Bolivia,BOL,Tin;Gold,31587;27891
00000000000000003307,Bolivia,BOL,Gold;Copper;Silver,52958;34418
00000000000000003308,Bolivia,BOL,Gold;Copper,32992
00000000000000003309,Bolivia,BOL,Zinc;Lead;Silver;Gold,33868
00000000000000003310,Bolivia,BOL,Gold;Silver,65918
00000000000000003311,Bolivia,BOL,Gold,30539;29049
00000000000000003312,Bolivia,BOL,Gold,28827
00000000000000003313,Bolivia,BOL,Tin,27788
00000000000000003314,Bolivia,BOL,Silver,29274
00000000000000003315,Bolivia,BOL,Zinc;Silver;Tin;Lead,26721
00000000000000003316,Bolivia,BOL,Gold,61428
00000000000000003317,Bolivia,BOL,Silver;Zinc;Tin;Gold;Lead,35055;29039;29268;31443;27749;27324;52960;27303;25729
00000000000000003318,Bolivia,BOL,Iron Ore,40277
00000000000000003319,Bolivia,BOL,Copper,30255
00000000000000003320,Bolivia,BOL,Platinum;Palladium,31490
00000000000000003321,Bolivia,BOL,Silver;Zinc,29915;29457
00000000000000003322,Bolivia,BOL,Lithium,40045
00000000000000003323,Bolivia,BOL,Zinc;Tin;Silver,27537
00000000000000003324,Bolivia,BOL,Gold,30132
00000000000000003325,Bolivia,BOL,Copper,30148
00000000000000003326,Bolivia,BOL,Copper,28180
00000000000000003327,Bolivia,BOL,Gold,67520
00000000000000003328,Bolivia,BOL,Gold;Copper;Silver;Lead,28653
00000000000000003329,Bolivia,BOL,Gold;Tin,67524
00000000000000003330,Bolivia,BOL,Iron Ore;Manganese;Phosphate;Gold,31854
00000000000000003331,Bolivia,BOL,Gold;Copper,30061
00000000000000003332,Bolivia,BOL,Silver;Lead;Zinc;Gold,29041
00000000000000003333,Bolivia,BOL,Copper;Gold,32154
00000000000000003334,Bolivia,BOL,Molybdenum,67523
00000000000000003335,Bolivia,BOL,Gold,28664
00000000000000003336,Bolivia,BOL,Tin,26692;79350
00000000000000003337,Bolivia,BOL,Zinc;Lead;Silver;Copper;Gold,67914;53186
00000000000000003338,Bolivia,BOL,Gold;Silver;Antimony;Lead;Copper;Tin;Zinc,27675;30640;27162;32629;30067;30194
00000000000000003339,Bolivia,BOL,Gold,65921
00000000000000003340,Bolivia,BOL,Tin,34127;79352
00000000000000003341,Bolivia,BOL,Silver;Lead;Zinc,54873
00000000000000003342,Bolivia,BOL,Gold;Silver,26940
00000000000000003343,Bolivia,BOL,Gold;Copper;Silver,53892
00000000000000003344,Bolivia,BOL,Gold;Silver,52764
00000000000000003345,Bolivia,BOL,Zinc;Silver;Lead,34125
00000000000000003346,Bolivia,BOL,Silver;Gold;Copper,27028
00000000000000003347,Bolivia,BOL,Gold;Silver;Copper;Zinc;Lead;Antimony,29977
00000000000000003348,Bolivia,BOL,Gold,28490
00000000000000003349,Bolivia,BOL,Silver;Indium;Zinc;Lead;Copper;Gallium,34236
00000000000000003350,Bolivia,BOL,Zinc;Lead;Silver,27622
00000000000000003351,Bolivia,BOL,Gold,54705
00000000000000003352,Bolivia,BOL,Gold,25668;27892
00000000000000003353,Bolivia,BOL,Gold,30297
00000000000000003354,Bolivia,BOL,Gold;Silver;Zinc;Lead,27964;25728
00000000000000003355,Bolivia,BOL,Gold;Copper;Silver;Zinc,29605
00000000000000003356,Bolivia,BOL,Gold,29046
00000000000000003357,Bolivia,BOL,Gold,29663
00000000000000003358,Bolivia,BOL,Gold;Copper,27932
00000000000000003359,Bolivia,BOL,Gold,30246
00000000000000003360,Bolivia,BOL,Lithium;Potash,38425
00000000000000003361,Bolivia,BOL,Gold,28782
00000000000000003362,Bolivia,BOL,Gold;Copper,56011
00000000000000003363,Bolivia,BOL,Iron Ore,36891
00000000000000003364,Bolivia,BOL,Silver;Gold;Zinc;Lead;Copper;Antimony;Indium,35084;27680
00000000000000003365,Bolivia,BOL,Platinum;Palladium,31491
00000000000000003366,Bolivia,BOL,Gold,55781
00000000000000003367,Bolivia,BOL,Zinc;Silver;Lead,30411
00000000000000003368,Bolivia,BOL,Tin,34128
00000000000000003369,Bolivia,BOL,Gold,30335
00000000000000003370,Bolivia,BOL,Gold,27894
00000000000000003371,Bolivia,BOL,Zinc;Silver;Lead,29818
00000000000000003372,Bolivia,BOL,Gold,54535
00000000000000003373,Bolivia,BOL,Gold,29362
00000000000000003374,Bolivia,BOL,Silver;Zinc;Copper;Lead;Gold,27623
00000000000000003375,Bolivia,BOL,Silver;Zinc;Lead;Indium,29413
00000000000000003376,Bolivia,BOL,Gold;Silver,67521
00000000000000003377,Bolivia,BOL,Silver;Tin,78800
00000000000000003378,Bolivia,BOL,Gold;Silver,31244
00000000000000003379,Bolivia,BOL,Gold,30334
00000000000000003380,Bolivia,BOL,Gold;Bismuth;Copper;Tin;Tungsten,29272
00000000000000003381,Bolivia,BOL,Zinc;Silver;Lead,27789
00000000000000003382,Bolivia,BOL,Silver;Lead;Zinc,54874
00000000000000003383,Bolivia,BOL,Lead;Zinc;Silver,28258
00000000000000003384,Bolivia,BOL,Lead;Zinc;Silver;Gold,35719
00000000000000003385,Bolivia,BOL,Gold;Silver;Tin,28777
00000000000000003386,Bolivia,BOL,Copper,67525
00000000000000003387,Bolivia,BOL,Gold;Copper,30278
00000000000000003388,Bolivia,BOL,Lithium;Magnesium,36153
00000000000000003389,Bolivia,BOL,Tin,27748
00000000000000003395,Brazil,BRA,Coal,64665;64631;64609;64603;64605;64633;64659;64613;68463;64601
00000000000000003396,Brazil,BRA,Diamonds,32960;32825;35726;35223
00000000000000003397,Brazil,BRA,Diamonds,32823;32822;59545;33195;32810
00000000000000003398,Brazil,BRA,Gold,28944;28965
00000000000000003399,Brazil,BRA,Gold,30791
00000000000000003400,Brazil,BRA,Diamonds,31578
00000000000000003401,Brazil,BRA,Iron Ore;Gold;Silver;Manganese,74755;74744;74748;35727;25690;74747;28896;29904;31908;74758;74754;32401;28925;35610;59607;75752;56363;27583;34404;74749;74750;32759;74746;68521;34308;74759;50230;54755;32882;76466;59350;68560;56047;36395;39014;33252;25735;37632;33251;36422;35678;28209;34433;29355;31893;65689;25697;74752;74751;37220;70039;74753;74763;76468;37218;60695
00000000000000003402,Brazil,BRA,Gold,58991
00000000000000003403,Brazil,BRA,Tungsten,62379
00000000000000003404,Brazil,BRA,Gold,65707
00000000000000003405,Brazil,BRA,Gold;Copper;Silver,34785;28112;38537;36207;59379;61477;31470;56489;56985;79377;37145;36148;40596;33730;33841;55611;55766;61059;33570;34574;55938;39267;38749;57769;65856;36972;35200;55909;56252;40090;57752;64045;31107
00000000000000003406,Brazil,BRA,Gold,34935
00000000000000003407,Brazil,BRA,Nickel,55228
00000000000000003408,Brazil,BRA,Gold;Copper;Lead;Zinc,31157
00000000000000003409,Brazil,BRA,Gold,53997
00000000000000003410,Brazil,BRA,Copper;Gold;Silver;Molybdenum;Tungsten;Tin,32322;38759;26916
00000000000000003411,Brazil,BRA,Gold;Silver,28710
00000000000000003412,Brazil,BRA,Nickel,57909
00000000000000003413,Brazil,BRA,Gold;Silver;Copper;Zinc;Lead,54831;49957;30480;64181;66023;33776;37448;34174
00000000000000003414,Brazil,BRA,Iron Ore;Gold;Manganese,37851;40328;74756;36302;40474;37942;39485;32163;35170;35182;35644;74757;67270;40517;76471;40577;39513;37219;36372;35627
00000000000000003415,Brazil,BRA,Diamonds,33976;33503;33332
00000000000000003416,Brazil,BRA,Diamonds,31204
00000000000000003417,Brazil,BRA,Gold,26833
00000000000000003418,Brazil,BRA,Iron Ore;Gold;Manganese,34438;60123;31112;37777
00000000000000003419,Brazil,BRA,Iron Ore;Manganese,55693;40612
00000000000000003420,Brazil,BRA,Gold;Copper;Nickel;Zinc;Manganese,58002
00000000000000003421,Brazil,BRA,Bauxite,60619
00000000000000003422,Brazil,BRA,Iron Ore,57421
00000000000000003423,Brazil,BRA,Potash,41675
00000000000000003424,Brazil,BRA,Gold;Copper,60765
00000000000000003425,Brazil,BRA,Potash,41739
00000000000000003426,Brazil,BRA,Gold,50312
00000000000000003427,Brazil,BRA,Gold,57991
00000000000000003428,Brazil,BRA,Nickel;Cobalt;Copper,37474
00000000000000003429,Brazil,BRA,U3O8,59595
00000000000000003430,Brazil,BRA,Gold;Iron Ore,29431;36377
00000000000000003431,Brazil,BRA,Iron Ore,33102
00000000000000003432,Brazil,BRA,Potash,37905
00000000000000003433,Brazil,BRA,Potash,41810
00000000000000003434,Brazil,BRA,Iron Ore,37846
00000000000000003435,Brazil,BRA,Phosphate,64552
00000000000000003436,Brazil,BRA,Gold,75619
00000000000000003437,Brazil,BRA,Phosphate,37720
00000000000000003438,Brazil,BRA,Gold,57552
00000000000000003439,Brazil,BRA,Gold;Copper,64177
00000000000000003440,Brazil,BRA,Phosphate,37904
00000000000000003441,Brazil,BRA,Tantalum,54420
00000000000000003442,Brazil,BRA,Nickel;Cobalt;Iron Ore,36147
00000000000000003443,Brazil,BRA,Nickel,34150
00000000000000003444,Brazil,BRA,Phosphate;Potash,70858
00000000000000003445,Brazil,BRA,Tin;Tungsten;Lanthanides;Niobium,67355
00000000000000003446,Brazil,BRA,Niobium;Lanthanides;Phosphate,30851;40426;41623;64415
00000000000000003447,Brazil,BRA,Zinc;Lead;Silver;Gold;Copper,29814
00000000000000003448,Brazil,BRA,Gold,39401
00000000000000003449,Brazil,BRA,Diamonds,34485
00000000000000003450,Brazil,BRA,Tantalum;Tin;Lithium;Niobium;Gold;Spodumene,29459;63463;70310
00000000000000003451,Brazil,BRA,Gold;Diamonds,30133;30544;63300;56028;63633;34047;60968;65924;59549;63630;64030;56662;53174;64180;63629
00000000000000003452,Brazil,BRA,Potash,38987;37908;75969;38476
00000000000000003453,Brazil,BRA,Gold,29573
00000000000000003454,Brazil,BRA,Copper,76914
00000000000000003455,Brazil,BRA,Nickel;Cobalt,56080
00000000000000003456,Brazil,BRA,Tin;Lanthanides,50764;52522
00000000000000003457,Brazil,BRA,Manganese;Copper;Gold;Molybdenum;Iron Ore,54228;33323;74761;74760;74762;31839;55849;76485;37937
00000000000000003458,Brazil,BRA,Iron Ore,51151
00000000000000003459,Brazil,BRA,Gold;Copper;Iron Ore,57990
00000000000000003460,Brazil,BRA,Iron Ore;Manganese;Copper;Zinc;Lead,61851
00000000000000003461,Brazil,BRA,Iron Ore,33630
00000000000000003462,Brazil,BRA,Diamonds,31162
00000000000000003463,Brazil,BRA,Gold,59856;59857;59771
00000000000000003464,Brazil,BRA,Iron Ore,67268
00000000000000003465,Brazil,BRA,Gold,57755
00000000000000003466,Brazil,BRA,Diamonds,31335
00000000000000003467,Brazil,BRA,Nickel,31041
00000000000000003468,Brazil,BRA,Diamonds,34366;35593;33112;34214
00000000000000003469,Brazil,BRA,Gold,38128
00000000000000003470,Brazil,BRA,Gold,27898
00000000000000003471,Brazil,BRA,Iron Ore,37273
00000000000000003472,Brazil,BRA,Copper;Cobalt,33521
00000000000000003473,Brazil,BRA,Tungsten,60007;62381;62383;57967
00000000000000003474,Brazil,BRA,Tin;Silver;Niobium;Tantalum,27216
00000000000000003475,Brazil,BRA,Gold,55258
00000000000000003476,Brazil,BRA,Gold,53823
00000000000000003477,Brazil,BRA,Gold,59378
00000000000000003478,Brazil,BRA,Iron Ore,36110
00000000000000003479,Brazil,BRA,Gold;Tantalum,32366;56655
00000000000000003480,Brazil,BRA,Phosphate,41704;37903
00000000000000003481,Brazil,BRA,Phosphate,40386
00000000000000003482,Brazil,BRA,Lead;Zinc;Iron Ore;Magnetite,28281;64299
00000000000000003483,Brazil,BRA,Gold,37235;68087;26715
00000000000000003484,Brazil,BRA,Iron Ore,67740
00000000000000003485,Brazil,BRA,Gold,77835
00000000000000003486,Brazil,BRA,Diamonds,33229
00000000000000003487,Brazil,BRA,Manganese,63729
00000000000000003488,Brazil,BRA,Gold,62604
00000000000000003489,Brazil,BRA,Nickel;Cobalt,58255;37657;59599
00000000000000003490,Brazil,BRA,Tungsten;Molybdenum,69567;60037
00000000000000003491,Brazil,BRA,Copper;Gold,60937
00000000000000003492,Brazil,BRA,Ilmenite;Rutile;Zircon;Heavy Mineral Sands;Lanthanides,61459
00000000000000003493,Brazil,BRA,Manganese,59602
00000000000000003494,Brazil,BRA,Coal,53082;64645;50339;64595;53007;64643
00000000000000003495,Brazil,BRA,Gold;Copper;Silver,26539
00000000000000003496,Brazil,BRA,Copper;Gold;Silver,60936;59609
00000000000000003497,Brazil,BRA,Copper;Zinc;Lead;Silver,28586
00000000000000003498,Brazil,BRA,Gold,30780
00000000000000003499,Brazil,BRA,Gold,58001
00000000000000003500,Brazil,BRA,Tantalum,53379
00000000000000003501,Brazil,BRA,Phosphate,41624
00000000000000003502,Brazil,BRA,Gold;Copper;Tantalum;Silver,55922;65893;61476;56654;34477
00000000000000003503,Brazil,BRA,Iron Ore,40219
00000000000000003504,Brazil,BRA,Iron Ore;Vanadium;Titanium,37186
00000000000000003505,Brazil,BRA,Bauxite;Lanthanides;Thorium,64561;37103;64560;66063;64562
00000000000000003506,Brazil,BRA,Chromite,59606;68370;70538;70537
00000000000000003507,Brazil,BRA,Gold,54538
00000000000000003508,Brazil,BRA,Gold,79774
